date,regime,posture,confidence,risk_score,composite,growth,liquidity,breadth,credit,volatility_safety,payload,recorded_at
2019-02-22,Late-Cycle Risk-On,Moderately invested,67.5,32.1,67.9,84.1,61.9,89.7,62.9,41.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 67.5, ""risk_score"": 32.1, ""composite"": 67.9, ""components"": {""Growth"": 84.1, ""Liquidity"": 61.9, ""Breadth"": 89.7, ""Credit"": 62.9, ""Volatility safety"": 41.0}}",2026-07-22T16:01:59.385575+00:00
2019-03-01,Late-Cycle Risk-On,Moderately invested,64.2,36.9,63.1,69.4,52.9,90.8,60.1,42.2,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 64.2, ""risk_score"": 36.9, ""composite"": 63.1, ""components"": {""Growth"": 69.4, ""Liquidity"": 52.9, ""Breadth"": 90.8, ""Credit"": 60.1, ""Volatility safety"": 42.2}}",2026-07-22T16:01:59.447727+00:00
2019-03-08,Mixed / Transition,Balanced,60.8,41.7,58.3,66.7,51.8,64.7,62.5,46.1,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 60.8, ""risk_score"": 41.7, ""composite"": 58.3, ""components"": {""Growth"": 66.7, ""Liquidity"": 51.8, ""Breadth"": 64.7, ""Credit"": 62.5, ""Volatility safety"": 46.1}}",2026-07-22T16:01:59.512770+00:00
2019-03-15,Late-Cycle Risk-On,Moderately invested,69.4,29.4,70.6,89.2,66.1,81.2,69.0,47.3,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.4, ""risk_score"": 29.4, ""composite"": 70.6, ""components"": {""Growth"": 89.2, ""Liquidity"": 66.1, ""Breadth"": 81.2, ""Credit"": 69.0, ""Volatility safety"": 47.3}}",2026-07-22T16:01:59.577044+00:00
2019-03-22,Risk-On Expansion,Growth-oriented,73.0,24.3,75.7,100.0,83.5,69.7,77.0,48.1,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 73.0, ""risk_score"": 24.3, ""composite"": 75.7, ""components"": {""Growth"": 100.0, ""Liquidity"": 83.5, ""Breadth"": 69.7, ""Credit"": 77.0, ""Volatility safety"": 48.1}}",2026-07-22T16:01:59.642123+00:00
2019-03-29,Risk-On Expansion,Growth-oriented,75.8,20.4,79.6,100.0,84.6,73.5,83.2,56.9,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 75.8, ""risk_score"": 20.4, ""composite"": 79.6, ""components"": {""Growth"": 100.0, ""Liquidity"": 84.6, ""Breadth"": 73.5, ""Credit"": 83.2, ""Volatility safety"": 56.9}}",2026-07-22T16:01:59.706235+00:00
2019-04-05,Risk-On Expansion,Growth-oriented,78.8,16.0,84.0,100.0,84.9,83.2,88.9,63.2,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 78.8, ""risk_score"": 16.0, ""composite"": 84.0, ""components"": {""Growth"": 100.0, ""Liquidity"": 84.9, ""Breadth"": 83.2, ""Credit"": 88.9, ""Volatility safety"": 63.2}}",2026-07-22T16:01:59.776823+00:00
2019-04-12,Risk-On Expansion,Growth-oriented,78.0,17.1,82.9,100.0,82.1,81.6,87.5,63.3,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 78.0, ""risk_score"": 17.1, ""composite"": 82.9, ""components"": {""Growth"": 100.0, ""Liquidity"": 82.1, ""Breadth"": 81.6, ""Credit"": 87.5, ""Volatility safety"": 63.3}}",2026-07-22T16:01:59.856752+00:00
2019-04-18,Risk-On Expansion,Growth-oriented,75.9,20.1,79.9,100.0,74.0,77.8,84.4,63.2,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 75.9, ""risk_score"": 20.1, ""composite"": 79.9, ""components"": {""Growth"": 100.0, ""Liquidity"": 74.0, ""Breadth"": 77.8, ""Credit"": 84.4, ""Volatility safety"": 63.2}}",2026-07-22T16:01:59.923237+00:00
2019-04-26,Risk-On Expansion,Growth-oriented,77.4,18.0,82.0,100.0,77.8,79.4,87.0,65.8,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 77.4, ""risk_score"": 18.0, ""composite"": 82.0, ""components"": {""Growth"": 100.0, ""Liquidity"": 77.8, ""Breadth"": 79.4, ""Credit"": 87.0, ""Volatility safety"": 65.8}}",2026-07-22T16:01:59.993597+00:00
2019-05-03,Risk-On Expansion,Growth-oriented,75.1,21.3,78.7,91.3,70.6,79.5,85.0,67.3,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 75.1, ""risk_score"": 21.3, ""composite"": 78.7, ""components"": {""Growth"": 91.3, ""Liquidity"": 70.6, ""Breadth"": 79.5, ""Credit"": 85.0, ""Volatility safety"": 67.3}}",2026-07-22T16:02:00.060944+00:00
2019-05-10,Late-Cycle Risk-On,Moderately invested,69.5,29.3,70.7,78.6,62.6,64.0,81.4,66.7,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.5, ""risk_score"": 29.3, ""composite"": 70.7, ""components"": {""Growth"": 78.6, ""Liquidity"": 62.6, ""Breadth"": 64.0, ""Credit"": 81.4, ""Volatility safety"": 66.7}}",2026-07-22T16:02:00.126794+00:00
2019-05-17,Mixed / Transition,Balanced,60.5,42.1,57.9,56.7,48.4,47.1,73.6,63.7,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 60.5, ""risk_score"": 42.1, ""composite"": 57.9, ""components"": {""Growth"": 56.7, ""Liquidity"": 48.4, ""Breadth"": 47.1, ""Credit"": 73.6, ""Volatility safety"": 63.7}}",2026-07-22T16:02:00.195230+00:00
2019-05-24,Slowdown,Defensive tilt,55.9,51.3,48.7,43.8,40.0,29.3,68.8,61.6,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 55.9, ""risk_score"": 51.3, ""composite"": 48.7, ""components"": {""Growth"": 43.8, ""Liquidity"": 40.0, ""Breadth"": 29.3, ""Credit"": 68.8, ""Volatility safety"": 61.6}}",2026-07-22T16:02:00.262354+00:00
2019-05-31,Slowdown,Defensive tilt,60.2,57.4,42.6,34.2,33.9,17.9,66.1,61.0,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 60.2, ""risk_score"": 57.4, ""composite"": 42.6, ""components"": {""Growth"": 34.2, ""Liquidity"": 33.9, ""Breadth"": 17.9, ""Credit"": 66.1, ""Volatility safety"": 61.0}}",2026-07-22T16:02:00.331795+00:00
2019-06-07,Mixed / Transition,Balanced,60.0,42.9,57.1,58.1,48.5,49.7,70.2,58.8,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 60.0, ""risk_score"": 42.9, ""composite"": 57.1, ""components"": {""Growth"": 58.1, ""Liquidity"": 48.5, ""Breadth"": 49.7, ""Credit"": 70.2, ""Volatility safety"": 58.8}}",2026-07-22T16:02:00.398702+00:00
2019-06-14,Mixed / Transition,Balanced,56.9,47.3,52.7,47.3,41.8,47.6,67.7,59.0,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 56.9, ""risk_score"": 47.3, ""composite"": 52.7, ""components"": {""Growth"": 47.3, ""Liquidity"": 41.8, ""Breadth"": 47.6, ""Credit"": 67.7, ""Volatility safety"": 59.0}}",2026-07-22T16:02:00.466899+00:00
2019-06-21,Late-Cycle Risk-On,Moderately invested,65.7,34.8,65.2,66.9,54.2,71.5,73.4,60.1,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 65.7, ""risk_score"": 34.8, ""composite"": 65.2, ""components"": {""Growth"": 66.9, ""Liquidity"": 54.2, ""Breadth"": 71.5, ""Credit"": 73.4, ""Volatility safety"": 60.1}}",2026-07-22T16:02:00.539136+00:00
2019-06-28,Late-Cycle Risk-On,Moderately invested,64.0,37.1,62.9,57.6,48.3,78.1,70.7,59.6,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 64.0, ""risk_score"": 37.1, ""composite"": 62.9, ""components"": {""Growth"": 57.6, ""Liquidity"": 48.3, ""Breadth"": 78.1, ""Credit"": 70.7, ""Volatility safety"": 59.6}}",2026-07-22T16:02:00.608763+00:00
2019-07-05,Late-Cycle Risk-On,Moderately invested,64.5,36.4,63.6,55.7,47.2,84.4,70.5,60.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 64.5, ""risk_score"": 36.4, ""composite"": 63.6, ""components"": {""Growth"": 55.7, ""Liquidity"": 47.2, ""Breadth"": 84.4, ""Credit"": 70.5, ""Volatility safety"": 60.0}}",2026-07-22T16:02:00.678760+00:00
2019-07-12,Late-Cycle Risk-On,Moderately invested,66.0,34.4,65.6,58.9,49.2,89.1,71.2,59.9,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 66.0, ""risk_score"": 34.4, ""composite"": 65.6, ""components"": {""Growth"": 58.9, ""Liquidity"": 49.2, ""Breadth"": 89.1, ""Credit"": 71.2, ""Volatility safety"": 59.9}}",2026-07-22T16:02:00.747032+00:00
2019-07-19,Late-Cycle Risk-On,Moderately invested,63.6,37.7,62.3,53.1,45.7,81.7,70.4,60.7,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 63.6, ""risk_score"": 37.7, ""composite"": 62.3, ""components"": {""Growth"": 53.1, ""Liquidity"": 45.7, ""Breadth"": 81.7, ""Credit"": 70.4, ""Volatility safety"": 60.7}}",2026-07-22T16:02:00.817854+00:00
2019-07-26,Late-Cycle Risk-On,Moderately invested,66.2,34.0,66.0,60.6,50.3,85.9,72.3,60.7,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 66.2, ""risk_score"": 34.0, ""composite"": 66.0, ""components"": {""Growth"": 60.6, ""Liquidity"": 50.3, ""Breadth"": 85.9, ""Credit"": 72.3, ""Volatility safety"": 60.7}}",2026-07-22T16:02:00.887810+00:00
2019-08-02,Mixed / Transition,Balanced,59.1,44.1,55.9,44.9,40.4,67.1,67.5,59.6,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 59.1, ""risk_score"": 44.1, ""composite"": 55.9, ""components"": {""Growth"": 44.9, ""Liquidity"": 40.4, ""Breadth"": 67.1, ""Credit"": 67.5, ""Volatility safety"": 59.6}}",2026-07-22T16:02:00.961592+00:00
2019-08-09,Mixed / Transition,Balanced,61.6,40.6,59.4,63.2,51.3,57.0,69.4,56.1,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 61.6, ""risk_score"": 40.6, ""composite"": 59.4, ""components"": {""Growth"": 63.2, ""Liquidity"": 51.3, ""Breadth"": 57.0, ""Credit"": 69.4, ""Volatility safety"": 56.1}}",2026-07-22T16:02:01.034963+00:00
2019-08-16,Mixed / Transition,Balanced,59.5,43.6,56.4,60.8,49.6,48.9,67.9,54.9,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 59.5, ""risk_score"": 43.6, ""composite"": 56.4, ""components"": {""Growth"": 60.8, ""Liquidity"": 49.6, ""Breadth"": 48.9, ""Credit"": 67.9, ""Volatility safety"": 54.9}}",2026-07-22T16:02:01.107162+00:00
2019-08-23,Mixed / Transition,Balanced,57.7,46.2,53.8,62.0,50.2,35.5,67.5,54.1,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 57.7, ""risk_score"": 46.2, ""composite"": 53.8, ""components"": {""Growth"": 62.0, ""Liquidity"": 50.2, ""Breadth"": 35.5, ""Credit"": 67.5, ""Volatility safety"": 54.1}}",2026-07-22T16:02:01.181937+00:00
2019-08-30,Mixed / Transition,Balanced,62.5,39.3,60.7,69.3,54.8,56.0,69.5,54.2,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 62.5, ""risk_score"": 39.3, ""composite"": 60.7, ""components"": {""Growth"": 69.3, ""Liquidity"": 54.8, ""Breadth"": 56.0, ""Credit"": 69.5, ""Volatility safety"": 54.2}}",2026-07-22T16:02:01.257512+00:00
2019-09-06,Late-Cycle Risk-On,Moderately invested,64.3,36.8,63.2,66.9,53.4,71.7,69.3,54.9,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 64.3, ""risk_score"": 36.8, ""composite"": 63.2, ""components"": {""Growth"": 66.9, ""Liquidity"": 53.4, ""Breadth"": 71.7, ""Credit"": 69.3, ""Volatility safety"": 54.9}}",2026-07-22T16:02:01.336033+00:00
2019-09-13,Late-Cycle Risk-On,Moderately invested,69.6,29.1,70.9,81.6,62.6,81.4,73.4,55.3,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.6, ""risk_score"": 29.1, ""composite"": 70.9, ""components"": {""Growth"": 81.6, ""Liquidity"": 62.6, ""Breadth"": 81.4, ""Credit"": 73.4, ""Volatility safety"": 55.3}}",2026-07-22T16:02:01.410801+00:00
2019-09-20,Late-Cycle Risk-On,Moderately invested,64.9,35.8,64.2,64.7,52.2,78.0,69.8,56.1,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 64.9, ""risk_score"": 35.8, ""composite"": 64.2, ""components"": {""Growth"": 64.7, ""Liquidity"": 52.2, ""Breadth"": 78.0, ""Credit"": 69.8, ""Volatility safety"": 56.1}}",2026-07-22T16:02:01.481984+00:00
2019-09-27,Mixed / Transition,Balanced,59.8,43.2,56.8,50.5,43.3,67.5,66.4,56.3,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 59.8, ""risk_score"": 43.2, ""composite"": 56.8, ""components"": {""Growth"": 50.5, ""Liquidity"": 43.3, ""Breadth"": 67.5, ""Credit"": 66.4, ""Volatility safety"": 56.3}}",2026-07-22T16:02:01.556029+00:00
2019-10-04,Mixed / Transition,Balanced,59.5,43.6,56.4,51.9,44.0,65.4,65.6,54.9,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 59.5, ""risk_score"": 43.6, ""composite"": 56.4, ""components"": {""Growth"": 51.9, ""Liquidity"": 44.0, ""Breadth"": 65.4, ""Credit"": 65.6, ""Volatility safety"": 54.9}}",2026-07-22T16:02:01.627988+00:00
2019-10-11,Mixed / Transition,Balanced,59.7,43.3,56.7,51.1,43.3,71.4,64.3,53.5,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 59.7, ""risk_score"": 43.3, ""composite"": 56.7, ""components"": {""Growth"": 51.1, ""Liquidity"": 43.3, ""Breadth"": 71.4, ""Credit"": 64.3, ""Volatility safety"": 53.5}}",2026-07-22T16:02:01.699938+00:00
2019-10-18,Mixed / Transition,Balanced,58.2,45.5,54.5,45.5,39.8,70.9,62.9,53.5,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 58.2, ""risk_score"": 45.5, ""composite"": 54.5, ""components"": {""Growth"": 45.5, ""Liquidity"": 39.8, ""Breadth"": 70.9, ""Credit"": 62.9, ""Volatility safety"": 53.5}}",2026-07-22T16:02:01.771696+00:00
2019-10-25,Mixed / Transition,Balanced,61.8,40.3,59.7,54.4,45.3,81.0,64.8,53.1,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 61.8, ""risk_score"": 40.3, ""composite"": 59.7, ""components"": {""Growth"": 54.4, ""Liquidity"": 45.3, ""Breadth"": 81.0, ""Credit"": 64.8, ""Volatility safety"": 53.1}}",2026-07-22T16:02:01.843088+00:00
2019-11-01,Risk-On Expansion,Growth-oriented,72.5,25.0,75.0,88.3,67.0,87.6,75.9,56.4,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 72.5, ""risk_score"": 25.0, ""composite"": 75.0, ""components"": {""Growth"": 88.3, ""Liquidity"": 67.0, ""Breadth"": 87.6, ""Credit"": 75.9, ""Volatility safety"": 56.4}}",2026-07-22T16:02:01.914439+00:00
2019-11-08,Risk-On Expansion,Growth-oriented,73.6,23.5,76.5,88.9,67.6,91.0,77.2,57.9,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 73.6, ""risk_score"": 23.5, ""composite"": 76.5, ""components"": {""Growth"": 88.9, ""Liquidity"": 67.6, ""Breadth"": 91.0, ""Credit"": 77.2, ""Volatility safety"": 57.9}}",2026-07-22T16:02:01.989165+00:00
2019-11-15,Risk-On Expansion,Growth-oriented,76.6,19.2,80.8,95.2,72.3,92.1,82.2,62.4,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 76.6, ""risk_score"": 19.2, ""composite"": 80.8, ""components"": {""Growth"": 95.2, ""Liquidity"": 72.3, ""Breadth"": 92.1, ""Credit"": 82.2, ""Volatility safety"": 62.4}}",2026-07-22T16:02:02.064836+00:00
2019-11-22,Risk-On Expansion,Growth-oriented,78.4,16.5,83.5,100.0,76.0,90.0,85.9,65.5,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 78.4, ""risk_score"": 16.5, ""composite"": 83.5, ""components"": {""Growth"": 100.0, ""Liquidity"": 76.0, ""Breadth"": 90.0, ""Credit"": 85.9, ""Volatility safety"": 65.5}}",2026-07-22T16:02:02.139950+00:00
2019-11-29,Risk-On Expansion,Growth-oriented,77.7,17.6,82.4,97.3,74.1,89.8,85.3,65.7,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 77.7, ""risk_score"": 17.6, ""composite"": 82.4, ""components"": {""Growth"": 97.3, ""Liquidity"": 74.1, ""Breadth"": 89.8, ""Credit"": 85.3, ""Volatility safety"": 65.7}}",2026-07-22T16:02:02.218575+00:00
2019-12-06,Risk-On Expansion,Growth-oriented,73.4,23.8,76.2,79.9,63.4,89.7,81.7,66.6,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 73.4, ""risk_score"": 23.8, ""composite"": 76.2, ""components"": {""Growth"": 79.9, ""Liquidity"": 63.4, ""Breadth"": 89.7, ""Credit"": 81.7, ""Volatility safety"": 66.6}}",2026-07-22T16:02:02.297775+00:00
2019-12-13,Risk-On Expansion,Growth-oriented,74.1,22.7,77.3,82.5,64.9,90.8,82.1,66.3,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 74.1, ""risk_score"": 22.7, ""composite"": 77.3, ""components"": {""Growth"": 82.5, ""Liquidity"": 64.9, ""Breadth"": 90.8, ""Credit"": 82.1, ""Volatility safety"": 66.3}}",2026-07-22T16:02:02.378404+00:00
2019-12-20,Risk-On Expansion,Growth-oriented,78.8,16.0,84.0,98.8,75.2,93.3,86.3,66.5,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 78.8, ""risk_score"": 16.0, ""composite"": 84.0, ""components"": {""Growth"": 98.8, ""Liquidity"": 75.2, ""Breadth"": 93.3, ""Credit"": 86.3, ""Volatility safety"": 66.5}}",2026-07-22T16:02:02.454398+00:00
2019-12-27,Risk-On Expansion,Growth-oriented,79.5,14.9,85.1,100.0,76.5,93.4,87.7,67.8,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 79.5, ""risk_score"": 14.9, ""composite"": 85.1, ""components"": {""Growth"": 100.0, ""Liquidity"": 76.5, ""Breadth"": 93.4, ""Credit"": 87.7, ""Volatility safety"": 67.8}}",2026-07-22T16:02:02.534042+00:00
2020-01-03,Risk-On Expansion,Growth-oriented,80.4,13.7,86.3,100.0,79.2,92.9,89.9,69.3,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 80.4, ""risk_score"": 13.7, ""composite"": 86.3, ""components"": {""Growth"": 100.0, ""Liquidity"": 79.2, ""Breadth"": 92.9, ""Credit"": 89.9, ""Volatility safety"": 69.3}}",2026-07-22T16:02:02.612785+00:00
2020-01-10,Risk-On Expansion,Growth-oriented,80.5,13.6,86.4,100.0,78.5,90.9,91.2,71.5,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 80.5, ""risk_score"": 13.6, ""composite"": 86.4, ""components"": {""Growth"": 100.0, ""Liquidity"": 78.5, ""Breadth"": 90.9, ""Credit"": 91.2, ""Volatility safety"": 71.5}}",2026-07-22T16:02:02.691428+00:00
2020-01-17,Risk-On Expansion,Growth-oriented,81.7,11.9,88.1,100.0,82.8,92.3,93.3,72.3,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 81.7, ""risk_score"": 11.9, ""composite"": 88.1, ""components"": {""Growth"": 100.0, ""Liquidity"": 82.8, ""Breadth"": 92.3, ""Credit"": 93.3, ""Volatility safety"": 72.3}}",2026-07-22T16:02:02.769915+00:00
2020-01-24,Risk-On Expansion,Growth-oriented,78.8,16.0,84.0,98.1,75.7,82.5,90.8,72.7,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 78.8, ""risk_score"": 16.0, ""composite"": 84.0, ""components"": {""Growth"": 98.1, ""Liquidity"": 75.7, ""Breadth"": 82.5, ""Credit"": 90.8, ""Volatility safety"": 72.7}}",2026-07-22T16:02:02.850641+00:00
2020-01-31,Late-Cycle Risk-On,Moderately invested,68.7,30.4,69.6,74.8,60.4,63.0,81.6,68.2,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 68.7, ""risk_score"": 30.4, ""composite"": 69.6, ""components"": {""Growth"": 74.8, ""Liquidity"": 60.4, ""Breadth"": 63.0, ""Credit"": 81.6, ""Volatility safety"": 68.2}}",2026-07-22T16:02:02.929021+00:00
2020-02-07,Risk-On Expansion,Growth-oriented,71.1,27.0,73.0,76.3,61.1,79.6,80.9,66.8,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 71.1, ""risk_score"": 27.0, ""composite"": 73.0, ""components"": {""Growth"": 76.3, ""Liquidity"": 61.1, ""Breadth"": 79.6, ""Credit"": 80.9, ""Volatility safety"": 66.8}}",2026-07-22T16:02:03.009810+00:00
2020-02-14,Risk-On Expansion,Growth-oriented,73.9,23.0,77.0,85.7,66.9,83.3,82.9,66.4,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 73.9, ""risk_score"": 23.0, ""composite"": 77.0, ""components"": {""Growth"": 85.7, ""Liquidity"": 66.9, ""Breadth"": 83.3, ""Credit"": 82.9, ""Volatility safety"": 66.4}}",2026-07-22T16:02:03.164640+00:00
2020-02-21,Risk-On Expansion,Growth-oriented,70.5,27.9,72.1,77.2,61.4,77.2,79.8,65.1,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 70.5, ""risk_score"": 27.9, ""composite"": 72.1, ""components"": {""Growth"": 77.2, ""Liquidity"": 61.4, ""Breadth"": 77.2, ""Credit"": 79.8, ""Volatility safety"": 65.1}}",2026-07-22T16:02:03.240712+00:00
2020-02-28,Risk-Off Contraction,Capital preservation,66.3,66.2,33.8,21.7,26.2,9.2,58.5,53.3,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 66.3, ""risk_score"": 66.2, ""composite"": 33.8, ""components"": {""Growth"": 21.7, ""Liquidity"": 26.2, ""Breadth"": 9.2, ""Credit"": 58.5, ""Volatility safety"": 53.3}}",2026-07-22T16:02:03.318131+00:00
2020-03-06,Risk-Off Contraction,Capital preservation,67.7,68.2,31.8,25.3,27.9,14.2,50.6,41.0,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 67.7, ""risk_score"": 68.2, ""composite"": 31.8, ""components"": {""Growth"": 25.3, ""Liquidity"": 27.9, ""Breadth"": 14.2, ""Credit"": 50.6, ""Volatility safety"": 41.0}}",2026-07-22T16:02:03.400191+00:00
2020-03-13,Risk-Off Contraction,Capital preservation,87.5,96.5,3.5,0.0,4.5,0.0,13.1,0.0,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 87.5, ""risk_score"": 96.5, ""composite"": 3.5, ""components"": {""Growth"": 0.0, ""Liquidity"": 4.5, ""Breadth"": 0.0, ""Credit"": 13.1, ""Volatility safety"": 0.0}}",2026-07-22T16:02:03.479658+00:00
2020-03-20,Risk-Off Contraction,Capital preservation,89.5,99.3,0.7,0.0,0.0,0.0,3.6,0.0,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 89.5, ""risk_score"": 99.3, ""composite"": 0.7, ""components"": {""Growth"": 0.0, ""Liquidity"": 0.0, ""Breadth"": 0.0, ""Credit"": 3.6, ""Volatility safety"": 0.0}}",2026-07-22T16:02:03.560310+00:00
2020-03-27,Risk-Off Contraction,Capital preservation,89.9,99.8,0.2,0.0,0.0,0.0,0.9,0.0,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 89.9, ""risk_score"": 99.8, ""composite"": 0.2, ""components"": {""Growth"": 0.0, ""Liquidity"": 0.0, ""Breadth"": 0.0, ""Credit"": 0.9, ""Volatility safety"": 0.0}}",2026-07-22T16:02:03.641827+00:00
2020-04-03,Risk-Off Contraction,Capital preservation,89.9,99.9,0.1,0.0,0.0,0.0,0.5,0.0,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 89.9, ""risk_score"": 99.9, ""composite"": 0.1, ""components"": {""Growth"": 0.0, ""Liquidity"": 0.0, ""Breadth"": 0.0, ""Credit"": 0.5, ""Volatility safety"": 0.0}}",2026-07-22T16:02:03.721663+00:00
2020-04-09,Risk-Off Contraction,Capital preservation,86.8,95.4,4.6,0.0,2.1,20.4,0.5,0.0,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 86.8, ""risk_score"": 95.4, ""composite"": 4.6, ""components"": {""Growth"": 0.0, ""Liquidity"": 2.1, ""Breadth"": 20.4, ""Credit"": 0.5, ""Volatility safety"": 0.0}}",2026-07-22T16:02:03.802823+00:00
2020-04-17,Risk-Off Contraction,Capital preservation,82.8,89.6,10.4,0.0,4.0,47.0,0.9,0.0,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 82.8, ""risk_score"": 89.6, ""composite"": 10.4, ""components"": {""Growth"": 0.0, ""Liquidity"": 4.0, ""Breadth"": 47.0, ""Credit"": 0.9, ""Volatility safety"": 0.0}}",2026-07-22T16:02:03.882532+00:00
2020-04-24,Risk-Off Contraction,Capital preservation,82.2,88.9,11.1,0.0,6.2,48.5,1.0,0.0,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 82.2, ""risk_score"": 88.9, ""composite"": 11.1, ""components"": {""Growth"": 0.0, ""Liquidity"": 6.2, ""Breadth"": 48.5, ""Credit"": 1.0, ""Volatility safety"": 0.0}}",2026-07-22T16:02:03.966200+00:00
